,Document_No,Dominant_Topic_1,Topic_Keywords_1,Question,Avg_J,Avg_SD,Avg_C
621,621,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What additional property must an AVL tree have over a generic Binary Search Tree?
",0.1051133706070635,0.1832297551845265,0.19482720951217614
622,622,38,"right, leave, choose, partition, subtree, requirement, differ, left, imagine, static","What type of traversal is Left-Right-Visit?
",0.06198354852710818,0.1129673100076946,0.12438558856030853
623,623,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","Why is it not recommended to use a 'closed hashtable with linear probing' if you want to remove items?
",0.08032614074458387,0.14427912108057378,0.1586233631812575
624,624,0,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","Which type(s) of sorting use recursion?i. Mergesort.ii. Quicksort.iii. Heapsort.
",0.1074387101498935,0.17638766380830262,0.19195240883288509
625,625,29,"hash, table, function, number, bucket, find, use, close, step, insert","Consider two hash tables: a closed hash table with 750 buckets, 235 of which are empty; and an open hash table with 500 buckets and 275 keys inserted. What is the ratio of the average number of steps it will take to insert/find an item in the open hash table with respect to the closed hash table?
",0.1108322035326318,0.1918029370281414,0.20681143856271403
626,626,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Given the following array of a maxheap: [42,37,24,18,21,23,12,17,10,13,6,8]; what is the value of the right child of the right child of the node with value 37?
",0.1051347353382487,0.18329889567719357,0.19488766439033658
627,627,31,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which statement about Tree nodes is false.
",0.10460506773887202,0.18241570118097516,0.19397125407955354
628,628,19,"mean, complete, identical, significant, structurally, instrument, share, continue, counting, individual","What does a load factor of 0.9 mean?
",1.0,1.0,1.0
629,629,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Out of the input arrays below, which one would make the sorting algorithm, Quick Sort, most efficient.The numbers must be ordered from smallest to largest.
",0.07449552035302172,0.13461302081920548,0.1411381360978305
630,630,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following trees is a AVL Tree?
",0.10521365919459255,0.18328267474782084,0.19491369670875347
631,631,29,"hash, table, function, number, bucket, find, use, close, step, insert","What is the definition of the ""load"" of a hash table?
",0.11133032559776149,0.1925624639552665,0.20779703229798674
632,632,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What would this AVLTree look like after the following have been inserted and balancing has been performed?Insert from left to right:(45, 37, 48, 51)
",0.10475755617520366,0.18255427809439193,0.1941244548691505
633,633,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","which of the adjacency matricesrepresent the following code:// undirected graphboolean[][] graph = new boolean[6][6]graph[3][0] = true;graph[2][1] = true;graph[4][1] = true;graph[5][2] = true;graph[0][3] = true;graph[0][5] = true;
",0.08724609757224218,0.15590487115995308,0.16972864553219397
634,634,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","Given the array representing a max heap [30,25,28,7,19,12,22], which index is the parent of 12
",0.1219888571444159,0.20625791516506817,0.2198659256509164
635,635,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which sorting algorithm (from lectures) is best to use?
",0.20398395450418294,0.319236938196655,0.3316758149392199
636,636,40,"node, next, object, previous, doubly, pointer, pointerthe, head, link, contain","Which tree traversal algorithm is described by the following?Visit each level's nodes from left to right before visiting nodes in the next level.
",0.07083234001082567,0.12888205557957727,0.1434102570693999
637,637,14,"value, operation, perform, similar, expect, many, page, real, note, temp","Which of these operations is a real operation that can be performed on a binary tree?
",0.07107352279282185,0.12287757596431352,0.12874086693532505
638,638,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorts are stable?
",0.20473627514305004,0.3201430289694033,0.33262741715558564
639,639,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","In graph theory, the handshaking lemma states that ""In any finite undirected graph, the number of vertices with odd degree is even"".The lemma is a consequence of thedegree sum formula: for a graph with vertex set and edge set .Work out the sum of degrees of the vertices for the following undirected graph:
",0.08724982731981455,0.15600395891604232,0.1701062142320931
640,640,29,"hash, table, function, number, bucket, find, use, close, step, insert","In an open Hashtable, we want to store 2000 elements and be able to find any in around 1.40 steps. How many buckets should our Hashtable have?
",0.11040950947057336,0.19106359780940185,0.206129720301658
641,641,45,"list, link, array, follow, middle, insert, faster, would, add, singly","What is the asymptotic memory usage of an adjacency list?
",0.09714412476519264,0.16877929349755494,0.18108179906914895
642,642,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","What is the average time complexity of Interpolation Search, an improved Binary Search algorithm, on a sorted array of N uniformly distributed elements?
",0.09792660631436934,0.170364638039664,0.1855228990475685
643,643,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","What makes a sorting algorithm 'stable'?
",0.2023938862892826,0.3167358891374251,0.3291396332695584
644,644,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","What is the main condition of a mixed graph (ADT) in terms ofn and m?n = number of directed edgesm = number of undirected edges
",0.08803608698712122,0.15735328907714868,0.17138669584695349
645,645,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Consider the following statements about lists. Which, or all are true?
",0.20535754114101537,0.3117347057352151,0.3289824229395326
646,646,29,"hash, table, function, number, bucket, find, use, close, step, insert","What is the formula for the average number of steps needed to find an item in a closed hash table of size N given the load factor L, 0 <= L <=1.0 ?
",0.11126216937788083,0.1923588495582125,0.20740187692397952
647,647,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","How will the list 9, 4, 7, 5, 8, 6, 1, 2 look after the first pass of 3-sort (shellsort h=3) and after all passes are complete.
",0.07466258195208267,0.13487735559818365,0.14133942789682666
648,648,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","For the given AVL Tree, if 5 is inserted what rotation will be required to re-balance the tree?
",0.10463840251855415,0.18239779942541479,0.19392456101952046
649,649,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","If we take an Adjacency Matrix, A, that represents a graph, and multiply it by itself n times, we find out:
",0.08625466004903179,0.15428127163630384,0.16796419501083773
650,650,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms are stable?
",0.204546872224249,0.31917301992490393,0.33159606995022994
651,651,58,"element, key, bucket, place, contain, balance, add, unbalanced, lane, fill","In a SkipList of n elements, how many elements are expected in lane 1 and lane 3?
",0.10333538205346159,0.18571275288480663,0.20202062267063747
652,652,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","How many of the following sort methods are stable:Selection SortShell SortBubble SortHeap SortMerge Sort
",0.20291993651672835,0.31701214305379216,0.3293082918544023
653,653,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following is a valid maxheap? (Assuminglexicographic order)
",0.10496604722197612,0.18288342741300867,0.1944319400947918
654,654,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Given the elements [14, 18, 3, 2, 1, -1, -4, 5, 20], find the final balanced AVL Tree.
",0.10449445324645432,0.18211888440339627,0.1935992613152338
655,655,29,"hash, table, function, number, bucket, find, use, close, step, insert","Insert the elements -3, -5, -1, 5, 0, 4, into a standard closed hashtable (of size 6) with linear probing (to the right) in that order.The hash function has the form h(x) = ((x+1)2-3) % 6.What does the final hashtable look like?
",0.11099678290974917,0.19193918654882283,0.2068241853640159
656,656,29,"hash, table, function, number, bucket, find, use, close, step, insert","Insert the elements -3, -5, -1, 5, 0, 4, into a standard closed hashtable (of size 6) with linear probing (to the right) in that order.The hash function has the form h(x) = ((x+1)2-3) % 6.What does the final hashtable look like?
",0.11099678290974917,0.19193918654882283,0.2068241853640159
657,657,27,"for, follow, int, code, runtime, method, get, correctly, property, class","The runtime for the following code fragment is?(f(m,n)). What is f(m,n)?int a;for (int i = -5; i < n; i++) for (int j = 1; j < 2i+1; 2*j) for (int k = 1; k < n-1; 3*k) a=a+1; for (int l = 0; l < m; 5*l) a=a+j;return a;
",0.09786052214526907,0.1717024100411362,0.1834623981013139
658,658,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which is not a form of tree traversal
",0.10465560780869466,0.1823554155141612,0.1938881892643473
659,659,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Which sort uses h-sorting?
",0.07357105770793809,0.1328959738405587,0.13952706351472344
660,660,27,"for, follow, int, code, runtime, method, get, correctly, property, class","See the incomplete java code below for the classes ListNode and LinkedList:class ListNode { Object element; ListNode next; ListNode(Object e, ListNode n) { element = e; next = n; }}class LinkedList { private ListNode head = null; private int n = 0; // n is the list size public Object get(int i) { if (i<0 || i>=n) { // …error! } ListNode node = head; X return node.element; }}The method get finds nodeiin the linked list and outputs its element (get(0) outputs head.element). Which code should go at the place marked X for the method to work correctly?
",0.09696699701032081,0.17027389529723813,0.18224533080956956
661,661,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Using selection sort, which of the following permutations of [1,2,3,4,5] takes 5 swaps? (Ascending order)
",0.07355228033807272,0.13288966805379937,0.13947788804594766
662,662,27,"for, follow, int, code, runtime, method, get, correctly, property, class","What is the Big-O of the code below for a random value of j?if( j>=0 && j<=5) a+=5;else if( j<0){ for(int i = 0; i<=n; i++){ a+=3; }}else{ for(int i = 0; i<n*n; i++){ a+=8; }}
",0.09758519684593714,0.17135741872291702,0.1832566699197639
663,663,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Of the following statements, which of these are not correct:
",0.20340469226883254,0.30971214557320376,0.32661954101251417
664,664,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","What is the complexity of the worst-case scenario for quicksort?
",0.19523483829952967,0.3023744319997334,0.31191148434616095
665,665,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","A skip list containing lanes from 0 to 12 is used to organise 262000 elements.On average, what will the combined sum of pointers in lanes 3, 8 and 11 be closest to?
",0.09667627053487873,0.1685416005660545,0.18346476807707474
666,666,49,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","Which of the following notations are used to represent the “exact bound” for the complexity of an algorithm?
",0.07643837296747938,0.13540877432923418,0.13700886932781964
667,667,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","Provided that the load factor is limited, what is the runtime complexity of insert, find and remove for a hashtable?
",0.08165455859662243,0.14657188517633724,0.1605616524349497
668,668,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Which of the below is the correct order of asymptotic complexity, from fastest to slowest
",0.14189832863443297,0.23901185500426694,0.25254297041550233
669,669,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Binary Search Trees, Binary Trees and AVL Trees are all types of Tree, but which is a special type of which?
",0.10440817320534147,0.18198058662550665,0.19347460038191358
670,670,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms use a 'Divide & Conquer' strategy?
",0.20351357659257063,0.3179261330658579,0.33014107828674544
671,671,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","In which order (from first to last) are nodes processed by an In-Order traversal of a binary tree?
",0.10418672860222489,0.18164429444112062,0.1930906662281309
672,672,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","How many different orders of the characters 'B', 'A', 'T', 'H' can be inserted into the AVL tree described in lectures, such that preorder traversal will return ""BATH""?
",0.10397710702757244,0.18134012186783469,0.1927663437576672
673,673,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","What is the definition of precision?
",0.12453162840623457,0.210006965548391,0.22517148642619852
674,674,45,"list, link, array, follow, middle, insert, faster, would, add, singly","What are the advantages of a linked list over an array?
",0.09908602561548892,0.17173167519546745,0.18414224422340972
675,675,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms is always stable?
",0.20570663773863132,0.32043535827760833,0.3326196312402036
676,676,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","In an AVL Tree, what is the maximum balance factor a node can have before it needs re-balancing?
",0.10383722995350028,0.18114444149396564,0.19253171556717444
677,677,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Using binary search with a data set with 1,048,576 elements, what is the maximum number of iterations would it take to find a specific element?
",0.07376541306473174,0.133300827295118,0.13984852275756934
678,678,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","With the BST below, what is the maximum number of elements which can be inserted into the root's left sub-tree until the tree is not an AVL tree (include the insertion which causes the unbalance as part of your answer)?5 \ 6
",0.10371665160329217,0.18098248164898492,0.1924325196540436
679,679,29,"hash, table, function, number, bucket, find, use, close, step, insert","Which is a valid comparison between open and closed hash tables?
",0.11066523599350285,0.19144383645849178,0.20640003503718338
680,680,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of the following statements is false?
",0.20805090241140636,0.3153379406409884,0.33238383607384353
681,681,45,"list, link, array, follow, middle, insert, faster, would, add, singly","Which is faster (linked list or array) when1) inserting a new item at front?2) removing an item from the middle?
",0.09894756615323771,0.1716825306121498,0.1839653587958694
682,682,12,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","What is the time complexity of adding and deleting items in a priority queue
",0.08452720679122203,0.15153694297876052,0.16501209455782523
683,683,12,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","What is the time complexity of adding and deleting items in a priority queue
",0.08452720679122203,0.15153694297876052,0.16501209455782523
684,684,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","What is the average case run-time of heap sort?
",0.1976332637696784,0.30580239883754873,0.3152542493292983
685,685,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","Assuming 0 indexed array representation of a heapwhat is the index of the right child of the node at index 5
",0.1287664627115948,0.21621351529274524,0.23090070933233592
686,686,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","Assuming 0 indexed array representation of a heapwhat is the index of the right child of the node at index 5
",0.1287664627115948,0.21621351529274524,0.23090070933233592
687,687,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What are the rules for a max heap as a binary tree?1. Value obtained by a node is always greater than or equal to the values of the node's children.2. The tree is a complete binary tree3. The tree must be balanced
",0.10363895264662716,0.18089793712634117,0.1924396746516136
688,688,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","Assume a heap stored at an 0 indexed array.What is the index of the parent of the item in index 5.
",0.1335292719094192,0.2231730317430415,0.23754559148579615
689,689,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","Assume a heap stored at an 0 indexed array.What is the index of the parent of the item in index 5.
",0.1335292719094192,0.2231730317430415,0.23754559148579615
690,690,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Below is an incorrect implementation of Selection Sort for sorting items in ascending order. What is wrong with the code? You may assume the swap function is correct.void selectionSort(int a[], int n){ for (int i = 0; i < n-1; i++){ int minIndex = i; for (int j = i + 1; j < n-1; j++){ if (a[j] < a[minIndex]){ minIndex = j; } } swap(a, i, minIndex); }}
",0.09796231332063648,0.17200371538826156,0.18407161244987288
691,691,26,"result, body, num, sequence, many, positive, preform, operator, dosomethe, note","Below is some code which preforms an operation on a positive integer. Describe what the code returns? Note that the '%' operator give the modulus.int doSomething(int n){ int result; int d; while( n != 0){ d = n%10; n = n/10; result = result * 10; result = result + d; } return result;}
",0.10408239870478918,0.1827902752009895,0.18381797504148573
692,692,29,"hash, table, function, number, bucket, find, use, close, step, insert","Why is is not possible to remove an entry from a Closed Hash Table with Linear Probing?
",0.11013096936213063,0.1906154199717405,0.20548862078036692
693,693,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is an AVL Tree?
",0.1034673013330796,0.18059496458410476,0.19224918645313432
694,694,29,"hash, table, function, number, bucket, find, use, close, step, insert","A quadratic time algorithm uses 27 elementary operations when given an input n=10. What is the (most likely) amount of elementary operations for n=1000?
",0.10959350881995004,0.18974889165880507,0.20449861059949476
695,695,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","From the diagram (above), what would the balance value of the node with value ""Ronda"" be? Is this an AVL tree?
",0.10339037855836081,0.18049280641027649,0.19211047586361554
696,696,59,"int, while, return, integer, problem, random, count, sum, birthday, test","What is the complexity of the following function?for (int i=0 ; i < n ; i++){ int k = n; while (k > 1){ sum++; k = k/2; }}
",0.12370856096709563,0.2102343360065903,0.22141501442163417
697,697,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following are stable sorts?1. Selectionsort2. Insertionsort3. Shellsort4. Quicksort5. Mergesort
",0.20514877435284443,0.3198441241191186,0.33192324046943017
698,698,58,"element, key, bucket, place, contain, balance, add, unbalanced, lane, fill","On average, how many nodes would you expect to be in the fourth lane of a skip-list with 64 elements (Assuming the first lane contains all elements)?
",0.10768788471465414,0.192475469974856,0.20819534926212369
699,699,0,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","There are various ways to Traverse a Tree. These are :
",0.10012137130731479,0.16464975536535081,0.1792134135809453
700,700,42,"good, fastest, nlog, calculate, amortise, worst, car, cost, dealership, factory","What is the best, worst, and average/amortised runtime of adding an element to an arraylist?
",0.061543268478000894,0.11010089030037107,0.12115954352614056
701,701,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sets of sorting algorithms are all stable?
",0.20630808350284835,0.3212837928967168,0.3332927025171546
702,702,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","What will the following list of numbers look like after 2 iterations of a bubble sort:6, 5, 3, 4, 1, 8, 7, 2, 9
",0.074408912792122,0.13433309713883063,0.1408306261368642
703,703,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","If a function f(x), has (n^2) time complexity, which of the following statements is false, under large values for n?
",0.14186722408178098,0.23908596654567466,0.25247873208177185
704,704,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","If I was to add the number 8 to the following tree, what type of balancing algorithm will be required: (4) / \ (2) (6) \ (9)
",0.10322860432561103,0.18025205597692373,0.19183111754131174
705,705,27,"for, follow, int, code, runtime, method, get, correctly, property, class","If a measuring instrument is described as ""precise"", what does it mean?
",0.0962672481896616,0.16913328238527925,0.18104222413165774
706,706,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","If this is an unbalanced AVL tree, what are the new leaf nodes of the tree once it has been balanced? (7) / \ (5) (10) / \ (4) (9) / (1)
",0.10321978405103356,0.1802732487674437,0.19187164082166122
707,707,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the choices below best describes mergesort?
",0.20539587126358813,0.3201971047558898,0.3321402615357912
708,708,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of these statements is FALSE
",0.20850015574266556,0.3163068590065606,0.3333582426987919
709,709,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Who invented AVL trees?
",0.10251744240648088,0.17906470574644098,0.19064046411728405
710,710,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","What is the notation for the upper bound time complexity?
",0.14208180869751882,0.23945339956963968,0.25292138511157897
711,711,45,"list, link, array, follow, middle, insert, faster, would, add, singly","What is an advantage of a List over an array?
",0.09955375561492859,0.17267486294912723,0.1850165133436102
712,712,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which sorting algorithm has the fastest average case?
",0.20450353743730984,0.3191157637760797,0.3309986124526623
713,713,35,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Which of the following applies to Selection Sort?
",0.2043981154431652,0.319102550291993,0.3309575802672169
714,714,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","In the given array, how many steps would it take to find the value '20' when using binary search?__________________________________| 6 | 10 | 13 | 15 | 19 | 20 | 27 | 39 | 41 | 48 |
",0.07394746871106733,0.1335592106250407,0.14004530301967022
715,715,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","With a load of 0.50, which of these statements are correct?
",0.20510434001587274,0.3120771574244739,0.3288240934569341
716,716,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of these statements is the Big-Oh transitivity rule?
",0.20616748420135403,0.3138527567789959,0.3303971556677752
717,717,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","What is the max number of comparisons needed to find a name with binary search in the following list:AaronAndreaBenBryceEmmaJamesJohnVictoria
",0.0985536205672559,0.17169694472160482,0.1865937464094538
718,718,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","A tree is a type of ....
",0.10251132118567255,0.17905936851010143,0.19070028974575337
719,719,4,"store, must, number, able, book, like, quickly, application, product, could","Suppose we have the following AVLTree. If we remove the root node 4 correctly, how could the binary treelook like after? (4) / \ / \ / \ / \ (2) (6) / \ / \ / \ / \ (1) (3) (5) (7) / \ / \ (0) (8)
",0.053771047349686366,0.0991659454560644,0.11089039575889081
720,720,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of the following statements is true?
",0.21127250992194602,0.31966645989109504,0.3363072219542402
721,721,49,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","Which of these properties do not apply to big-Oh notation?
",0.07469587088522454,0.13291468536506718,0.13453295422226427
722,722,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Let c,N be real numbers, and f(n), g(n) be time complexity functions.The function f(n) is said to be O(g(n)) if:
",0.14053385094413304,0.23712240102052398,0.2503844330297415
723,723,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms is the fastest for nearly sorted data?
",0.2052345544437345,0.320268632565653,0.3320810232711577
724,724,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorts is not a real sort?
",0.20567624971401194,0.3210044301119936,0.33275202607061216
725,725,31,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","Which definition for the types of traversal is incorrect?
",0.1026836016332137,0.17931019223729533,0.19096778193616798
726,726,45,"list, link, array, follow, middle, insert, faster, would, add, singly","It is faster to remove an item from the middle of a linked list or from the middle of an array?
",0.10109546521380947,0.1751647214088307,0.18749704608288867
727,727,29,"hash, table, function, number, bucket, find, use, close, step, insert","How many buckets would you need in your open hash table If you wish to store 10,000 items in an average of 1.45 steps? (To the nearest integer)
",0.1094061541034425,0.18950759495423505,0.20416705585149625
728,728,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Given the following selection of integers,2,5,11,14,17,24,51Which of the following would be valid AVL trees:1: 14 11 17 2 5 24 512: 24 14 51 5 17 2 11 3: 14 5 24 2 11 17 514: 51 17 24 2 5 11 14
",0.10233838456527303,0.17876114149193273,0.1904287822885225
729,729,29,"hash, table, function, number, bucket, find, use, close, step, insert","You should only use a closed hash table (with linear probing) if __________
",0.10886734914679018,0.18865965931633671,0.2033269772347005
730,730,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following unbalanced AVL trees are impossible to balance? (NOTE: For these trees, elements that have the same value as the current node are placed to the left of the current node)1) 4 4 42) 9 8 83) 2 2 14) 5 1 7 1 1
",0.10212611799956883,0.17843896648211843,0.19016019483789118
731,731,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is in the ""root"" object of an empty tree?
",0.10236857573730176,0.1788039139747847,0.19053762288010984
732,732,1,"order, consider, runtime, input, size, constant, post, function, print, correct","Which of these sorting methods is slowest?
",0.05736620220467776,0.10604272106702452,0.12043292674720067
733,733,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of these are stable?
",0.2049164912015674,0.3199719220606981,0.3318463971788583
734,734,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","What is interpolation search?
",0.09779910824572809,0.16997212054952499,0.18539607703988648
735,735,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","When using QuickSelect, we use the k-th smallest element to simplify quick sort. On average, how many levels will there be?
",0.0734612982918425,0.1327447782693376,0.13914167184204398
736,736,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Calculate the output of the pre-order traversal algorithm in the following tree a / \ b e /\ /\c d f g/\ /h i j
",0.10240348522204655,0.17888954950666436,0.19060542651983584
737,737,30,"process, sub, describe, current, repeat, deleting, shellsort, leave, treeprocess, typically","If an algorithm takes 1 second to process 1,000 elements and takes 8,000 seconds to process 20,000 results, what is its complexity?
",0.059607461781374826,0.10959595959595958,0.12106987645712201
738,738,45,"list, link, array, follow, middle, insert, faster, would, add, singly","Which of the following statements comparing linked lists with arrays are true:A) In a Linked List, it would be faster to get to the 110th item.B) In a Linked List, it would be faster to remove an item from the middle of it.C) In an Array, it would be be faster to insert an item in the front of it.D) Arrays use less memory since they do not use storage for pointers.
",0.10062824997789224,0.17452610111212188,0.18761483539544135
739,739,29,"hash, table, function, number, bucket, find, use, close, step, insert","Given a closed hash table with 50 buckets, what is the average number of steps it will take to insert/find an item if the maximum number of keys to insert is 40?
",0.10960793511479194,0.18978893997258933,0.20442427657459558
740,740,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","If f(n) = 2^n+ 10, g(n) = 5nlog(n), and h(n) = n^2 + log(n), which of the following statements is true?
",0.20950671111646782,0.31778646789100434,0.3346774365332156
741,741,1,"order, consider, runtime, input, size, constant, post, function, print, correct","What is the right order of steps for the Post-order way to traverse a tree?
",0.061860243747959176,0.11378634595648389,0.1283816003073424
742,742,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of these sorts are ALL Stable?
",0.2037637841859414,0.3184124285950166,0.3302282199441013
743,743,59,"int, while, return, integer, problem, random, count, sum, birthday, test","What is the Birthday Problem?
",0.1192075366641826,0.20336416850343297,0.21824941797166267
744,744,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Which of the following statements a,b,c or d are all stable sorting algorithms?a) Insertion sort, Bubble sort, Merge sortb)Merge sort, Bubble sort, Shell sortc) Quick sort, Insertion sort, Heap sortd) Heap sort, Shell sort, Bubble sort
",0.07307241002888751,0.13211553630364042,0.13856283519987952
745,745,52,"if, minindex, else, incorrect, forvalue, algorithmvoid, arraylength, side, ignore, never","What is the complexity of the following code?int searchArray(int arr[], int n, int forValue) { for ( int i = 0; i < n; i++ ) { if (arr[i] == forValue) { return i*2; } }}
",0.2,0.3333333333333333,0.34020690871988585
746,746,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","What is a stable sorting algorithm?
",0.20260973719359351,0.31672551258119125,0.3285304638188709
747,747,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","Which List structure is the quickest to traverse?
",0.08577575698351203,0.1536253061336512,0.16723921545252135
748,748,29,"hash, table, function, number, bucket, find, use, close, step, insert","Which statement about the trade-offs of having a big hash tables is true?
",0.10954758948479315,0.18971058212496678,0.20436848453914622
749,749,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","What is the worst-cast runtime-complexity of Bubblesort?
",0.1975151729982757,0.3060842541684231,0.31562067719456754
750,750,42,"good, fastest, nlog, calculate, amortise, worst, car, cost, dealership, factory","What is the best-case runtime-complexity ofBubble Sort?
",0.06421769004833713,0.1149298098054019,0.1261775079663557
751,751,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","In a tree, when is node called a leaf?
",0.1020591142706962,0.178325733056332,0.19000990218517852
752,752,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following are Carey’s 2 Rules of Sorting?
",0.20227605615062963,0.3164630830685957,0.3281129708974155
753,753,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following are Carey’s 2 Rules of Sorting?
",0.20227605615062963,0.3164630830685957,0.3281129708974155
754,754,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What makes a binary tree balanced
",0.10182491371158452,0.17793386346915543,0.1896742355702594
755,755,45,"list, link, array, follow, middle, insert, faster, would, add, singly","in a linked list which of these methods has a guaranteed complexity of 1?
",0.10126368538630455,0.17565157532850256,0.18859220753535913
756,756,45,"list, link, array, follow, middle, insert, faster, would, add, singly","in a linked list which of these methods has a guaranteed complexity of 1?
",0.10126368538630455,0.17565157532850256,0.18859220753535913
