,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
825,825,52.0,0.2802000045776367,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'follow', 'tree', 'order', 'traversal', 'pre', 'order']","Given the following tree: 13 / \ 10 16 / \ / \ 7 11 15 24what is the order of traversal when doing a pre-order traversal?
"
104,104,52.0,0.11940000206232071,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['would', 'path', 'pre', 'order', 'search', 'follow', 'tree']","What would be the path of a pre-order search on the following tree? 5 / \ 3 7 / \ \ 2 6 9 / \ \ \ 1 4 8 10
"
1108,1108,52.0,0.19699999690055847,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['consider', 'avl', 'tree', 'follow', 'insert', 'give', 'order', 'remove', 'would', 'output', 'order', 'traversal', 'tree', 'none']","Consider an AVL tree where the following have been inserted (in the given order):10, 2, 21, 55, 69, 9, 79, 10After removing 55, what would the output of the In Order traversal of the tree be ?
"
897,897,52.0,0.14920000731945038,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['big', 'time', 'complexity', 'level', 'order', 'traversal', 'for', 'tree', 'structure', 'node', 'pick', 'small', 'upper_bound', 'applie']","What is the Big-O time complexity of Level Order Traversal for a tree structure with n nodes? (Pick the smallest upper bound which applies.)
"
869,869,52.0,0.07729999721050262,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['form', 'tree', 'traversal']","Which is not a form of tree traversal
"
1220,1220,52.0,0.2815999984741211,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['see', 'unbalanced', 'tree', 'correct', 'case', 'for', 'balance', 'output', 'if', 'traverse', 'tree', 'use', 'post', 'order', 'traversal', 'right', 'leave', 'caseoutput', 'leave', 'left', 'caseoutput', 'right', 'left', 'caseoutput', 'leave', 'right', 'caseoutput', 'leave', 'right', 'caseoutput']","Below we see an unbalanced tree. 5 / \ 1 6 \ 4 / 3What is the correct case for balancing and what is the output if we traverse the tree using post order traversal?
"
1211,1211,52.0,0.26989999413490295,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'cryptographic', 'tool', 'collision', 'resistance', 'pre', 'pre', 'pre']","Which one of the following is NOT a cryptographic tool?
"
1090,1090,52.0,0.21879999339580536,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['correct', 'post', 'order', 'traversal', 'tree']","Which is the correct post-order traversal of the tree? a / \ b c / \ \ d e f
"
1210,1210,52.0,0.4296000003814697,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['traversal', 'generate', 'output', 'follow', 'tree', 'post', 'order', 'traversal', 'level', 'order', 'traversal', 'post', 'order', 'traversal', 'order']","What tree traversal is generates the output: 75, 63, 83, 34, 65, 91, 23, 38, 90, 94 from the following tree:
"
2086,2086,52.0,0.3310000002384186,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['for', 'follow', 'tree', 'follow', 'sequence', 'pre', 'order', 'order', 'post', 'order', 'level', 'order']","For the following tree, which traversal algorithm will print the following sequence : a b c d e f a / \ b c / d / \e f
"
30,30,52.0,0.1940000057220459,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['consider', 'avl', 'tree', 'follow', 'insert', 'give', 'order', 'remove', 'would', 'output', 'order', 'traversal', 'tree']","Consider an AVL tree where the following have been inserted (in the given order):10, 2, 21, 55, 69, 9, 79, 10After removing 55, what would the output of the In Order traversal of the tree be ?
"
1228,1228,52.0,0.12229999899864197,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['result', 'use', 'traversal', 'graph', 'printing', 'visit', 'none']","What is the result of using a breadth first traversal on this graph, printing every node visited?
"
33,33,52.0,0.18449999392032623,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'tree', 'node', 'look', 'order', 'kind', 'traversal', 'describe']","Given the tree: 16 / \ 9 19 / \ / \ 2 10 17 24 /1The nodes looked at are in the order:1, 2, 10, 9, 17, 24, 19, 16What kind of traversal does this describe?
"
1099,1099,52.0,0.02449999935925007,"order, traversal, tree, post, follow, pre, level, output, use, traverse",['follow'],"What is the time complexity of the following algorithm : 0.00001n4 + 100n2 + 19nlogn + (10n2* 5n3 ) ?
"
1307,1307,52.0,0.08560000360012054,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'link', 'list', 'sort', 'alphabetical', 'order', 'for', 'first', 'letter', 'say', 'sort', 'exactly', 'order']","The following is a linked list:AvocadoCorianderTomatoLimeChiliit is sorted into alphabetical order for the first letter :AvocadoCorianderChiliLimeTomatoWhat can be said about the sorting algorithm?
"
759,759,52.0,0.17299999296665192,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['order', 'describe', 'post', 'order', 'traversal', 'binary', 'search', 'tree']","Which of these orders describes post-order traversal of a binary search tree?
"
2085,2085,52.0,0.28600001335144043,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'output', 'order', 'traversal', 'tree', 'processing', 'simply', 'print', 'node', 'value']","Which of the following is the output of In-order traversal on this tree: a / \ b e / \c d(Where the processing is simply printing the node value)
"
1236,1236,52.0,0.19709999859333038,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'correct', 'post', 'order', 'traversal', 'binary', 'tree', 'show']","Which of the following is the correct post-order traversal of the binary tree shown below? 2 / \ 31 14 / \ / \12 7 25 16
"
111,111,52.0,0.22990000247955322,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'follow', 'tree', 'would', 'result', 'post', 'order', 'traversal']","Given the following tree, what would be the result of a post-order traversal?
"
798,798,52.0,0.23499999940395355,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'option', 'correct', 'output', 'for', 'post', 'order', 'traversal', 'tree']","Which of the following options is the correct output for the post-order traversal of this tree?
"
1177,1177,52.0,0.34709998965263367,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['binary', 'tree', 'traversal', 'similar', 'expression', 'evaluation', 'pre', 'order', 'order', 'post', 'order', 'level', 'order']","Which binary tree traversal is similar to expression evaluation?
"
2059,2059,52.0,0.3370000123977661,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['tree', 'use', 'binary', 'tree', 'output', 'pre', 'order', 'post', 'order', 'order', 'level', 'order']","What tree traversal algorithm was used on the binary tree to get the output of:
"
1265,1265,52.0,0.29010000824928284,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['processing', 'follow', 'tree', 'post', 'order', 'give', 'outcome', 'dfgbeca']","Processing the following tree in post-order gives which outcome?
"
94,94,52.0,0.1421000063419342,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['consider', 'follow', 'binary', 'tree', 'would', 'outcome', 'print', 'node', 'via', 'order', 'traversal']","Consider the following binary tree:What would be the outcome of printing each node via in-order traversal?
"
1189,1189,52.0,0.1964000016450882,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'follow', 'tree', 'would', 'result', 'post', 'order']","Given the following tree, what would be the result of a post-order traversal?
"
2060,2060,52.0,0.18970000743865967,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['would', 'output', 'for', 'give', 'tree', 'use', 'post', 'order']","What would the output be for the given tree when using post-order traversal? A / \ B C / \ / \ D E F G
"
1274,1274,52.0,0.18320000171661377,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['tree', 'use', 'output', 'follow', 'tree', 'level', 'order', 'inorder']","What tree traversal is used to output: 666, 8, 1, 96, 6000000from the following tree: 666 / \ 8 6000000 / \ 1 96
"
882,882,52.0,0.13019999861717224,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['order', 'first', 'last', 'node', 'process', 'order', 'traversal', 'binary', 'tree']","In which order (from first to last) are nodes processed by an In-Order traversal of a binary tree?
"
99,99,52.0,0.14550000429153442,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['binary', 'tree', 'traversal', 'similar', 'expression', 'evaluation']","Which binary tree traversal is similar to expression evaluation?
"
78,78,52.0,0.249099999666214,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['pre', 'order', 'follow', 'tree', 'give', 'output']","Pre-Order traversal on the following tree will give which output? 9 / \ 6 15 / \ \ 1 8 21 / \ 7 25
"
20,20,52.0,0.02459999918937683,"order, traversal, tree, post, follow, pre, level, output, use, traverse",['follow'],"What is the time complexity of the following algorithm : 0.00001n4 + 100n2 + 19nlogn + (10n2* 5n3 ) ?
"
1231,1231,52.0,0.17649999260902405,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['binary', 'tree', 'correct', 'for', 'sequence', 'belowin', 'order', 'epre', 'order']","Which binary tree is correct for the sequences below?In-order : B, A, D, C, Epre-order : A, B, C, D, E
"
1082,1082,52.0,0.16869999468326569,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'tree', 'hwhat', 'order']","Given the tree: a / \ b c / \ / \ e f g hWhat is the in order traversal?
"
12,12,52.0,0.21879999339580536,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['correct', 'post', 'order', 'traversal', 'tree']","Which is the correct post-order traversal of the tree? a / \ b c / \ \ d e f
"
1238,1238,52.0,0.2775999903678894,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['consider', 'follow', 'statement', 'follow', 'function', 'follow', 'statement', 'correct', 'order', 'order', 'order', 'least', 'order', 'order', 'order', 'order', 'exactly', 'none', 'correct']","Consider the following statements about the following functions: , , and .Which one of the following statements is correct?
"
1204,1204,52.0,0.20419999957084656,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'output', 'pre', 'order', 'apply', 'tree']","Which of the following is the output of Pre-order traversal when applied to the tree:
"
2063,2063,52.0,0.287200003862381,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['type', 'follow', 'follow', 'step', 'process', 'node', 'leave', 'sub', 'tree', 'process', 'node', 'right', 'sub', 'tree', 'process', 'current', 'node', 'order', 'traversal', 'post', 'order', 'pre', 'order', 'traversal', 'mid', 'order']","Which type of traversal follows the following steps?1. Process nodes in the left sub-tree2. Process nodes in the right sub-tree3. Process the current node
"
1252,1252,52.0,0.22840000689029694,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'follow', 'tree', 'if', 'post', 'order', 'would', 'output']","Given the following tree, if we were to use post order traversal, what would the output be? Declan / \ Beth Finola / \ / \ Alex Corrie Emma Georgia
"
806,806,52.0,0.2515000104904175,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['output', 'pre', 'order', 'traversal', 'follow', 'tree', 'if', 'node', 'process', 'print']","What will be the output of a pre-order traversal of the following tree if each node processed is printed out? 10 / \ 4 12 / \ \ 2 6 16
"
840,840,52.0,0.09719999879598618,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['use', 'traversal', 'would', 'order', 'node', 'process']","Using the breadth-first graph traversal algorithm, what would the order of nodes processed be?
"
1287,1287,52.0,0.1784999966621399,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['result', 'pre', 'order', 'traversal', 'tree']","What is the result of pre-order traversal of this tree?
"
1111,1111,52.0,0.39989998936653137,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'tree', 'node', 'look', 'order', 'kind', 'traversal', 'describe', 'pre', 'order', 'traversal', 'level', 'order', 'traversal', 'order', 'traversal', 'post']","Given the tree: 16 / \ 9 19 / \ / \ 2 10 17 24 /1The nodes looked at are in the order:1, 2, 10, 9, 17, 24, 19, 16What kind of traversal does this describe?
"
21,21,52.0,0.02500000037252903,"order, traversal, tree, post, follow, pre, level, output, use, traverse",['follow'],"What is the time complexity of the following algorithm : 0.00001n4 + 100n2 + 19nlogn + (10n2* 5n3 ) ?
"
1198,1198,52.0,0.366100013256073,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['traversal', 'method', 'use', 'print', 'element', 'binary', 'search', 'tree', 'ascend', 'order', 'order', 'traversal', 'post', 'order', 'pre', 'order', 'traversal', 'level', 'order']","What traversal method should be used to print the elements of a binary search tree in ascending order?
"
1182,1182,52.0,0.11949999630451202,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['would', 'path', 'pre', 'order', 'search', 'follow', 'tree']","What would be the path of a pre-order search on the following tree? 5 / \ 3 7 / \ \ 2 6 9 / \ \ \ 1 4 8 10
"
4,4,52.0,0.21389999985694885,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'tree', 'hwhat', 'order', 'traversal']","Given the tree: a / \ b c / \ / \ e f g hWhat is the in order traversal?
"
1281,1281,52.0,0.2442999929189682,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['if', 'post', 'order', 'traversal', 'binart', 'tree', 'pre']","If the post order traversal of a binart tree is DEBFCA. What is the pre order traversal?
"
1156,1156,52.0,0.249099999666214,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['pre', 'order', 'follow', 'tree', 'give', 'output']","Pre-Order traversal on the following tree will give which output? 9 / \ 6 15 / \ \ 1 8 21 / \ 7 25
"
335,335,52.0,0.19059999287128448,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['would', 'output', 'follow', 'binary', 'search', 'tree', 'use', 'pre', 'order', 'traversal']","What would the output of the following binary search tree using pre-order traversal look like?
"
1557,1557,52.0,0.3968000113964081,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['suppose', 'avl', 'tree', 'store', 'element', 'alphabetical', 'orderout', 'follow', 'binary', 'tree', 'traversal', 'output', 'tree', 'element', 'alphabetical', 'order', 'pre', 'order', 'traversal', 'order', 'traversal', 'post', 'order', 'traversal', 'level', 'order', 'traversal']","Suppose you have an AVL tree storing elements in alphabetical order.Out of the following binary tree traversals, which will output the tree elements in alphabetical order?
"
261,261,52.0,0.18610000610351562,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['consider', 'follow', 'binary', 'tree', 'traversal', 'traversal', 'node', 'print', 'late']","Consider the following binary tree 17 / \ 14 43 / \ / \ 7 16 34 68 / \ 1 3By which traversal/traversals will the node 14 be printed out the latest?
"
506,506,52.0,0.3610999882221222,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['work', 'bath', 'while', 'work', 'create', 'binary', 'tree', 'deliver', 'power', 'point', 'presentation', 'tree', 'projector', 'look', 'like', 'also', 'pass', 'round', 'handout', 'comment', 'text', 'explain', 'aspect', 'presentationbut', 'environmentally', 'friendly', 'decide', 'save', 'paper', 'print', 'tree', 'line', 'later', 'ask', 'tree', 'tree', 'get', 'output', 'reply']","Before working at the University of Bath, while working in Honda, Dr. Tom Finch created a binary tree about one of Honda's competitors.When delivering the Power Point presentation, the tree on the projector looked like this:He also passed round some handouts, with his comments and text explaining some of the aspects of the presentation.But to be more environmentally friendly, he decided to save some paper, and print the tree in one line:He was later asked:""Which tree traversal algorithm did you use on the binary tree to get this output?""What was his reply?
"
1609,1609,52.0,0.13689999282360077,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['requirement', 'for', 'good', 'cryptographic', 'hash', 'pre', 'collision', 'resistance', 'second', 'collision', 'resistance', 'second']","Which of these is not a requirement for a good cryptographic hash?
"
1608,1608,52.0,0.39739999175071716,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['for', 'follow', 'binary', 'tree', 'tree', 'traversal', 'method', 'would', 'print', 'follow', 'outputoutput', 'preorder', 'traversal', 'post', 'order', 'traversal', 'order', 'traversal', 'level', 'order']","For the following binary tree, which tree traversal method would print the following output?Output : d e b f g c a
"
1607,1607,52.0,0.2224999964237213,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['time', 'complexity', 'tree', 'traversal', 'method', 'binary', 'treeie', 'pre', 'order', 'post', 'order', 'log']","What is the time complexity of Tree traversal Methods in a binary tree?i.e. Pre-Order, Post-Order etc
"
509,509,52.0,0.17730000615119934,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['search', 'tree', 'output', 'if', 'perform', 'level', 'order', 'traversal', 'tree']","Insert the arrayinto a Self-BalancingBinary Search Tree. What is the output if you perform a Level-Order Traversal on the tree?
"
1590,1590,52.0,0.3986000120639801,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'follow', 'binary', 'tree', 'method', 'tree', 'traversal', 'would', 'result', 'output', 'order', 'traversal', 'pre', 'order', 'traversal', 'post', 'order', 'traversal', 'level', 'order']","Given the following binary tree, which method of tree traversal would result in the output:a b d c e f
"
1587,1587,52.0,0.18410000205039978,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['search', 'tree', 'output', 'if', 'perform', 'level', 'order', 'traversal', 'tree', 'none']","Insert the arrayinto a Self-BalancingBinary Search Tree. What is the output if you perform a Level-Order Traversal on the tree?
"
1584,1584,52.0,0.4481000006198883,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['work', 'bath', 'while', 'work', 'create', 'binary', 'tree', 'deliver', 'power', 'point', 'presentation', 'tree', 'projector', 'look', 'like', 'also', 'pass', 'round', 'handout', 'comment', 'text', 'explain', 'aspect', 'presentationbut', 'environmentally', 'friendly', 'decide', 'save', 'paper', 'print', 'tree', 'line', 'later', 'ask', 'tree', 'tree', 'get', 'output', 'reply', 'order', 'pre', 'order', 'post', 'order', 'level', 'order']","Before working at the University of Bath, while working in Honda, Dr. Tom Finch created a binary tree about one of Honda's competitors.When delivering the Power Point presentation, the tree on the projector looked like this:He also passed round some handouts, with his comments and text explaining some of the aspects of the presentation.But to be more environmentally friendly, he decided to save some paper, and print the tree in one line:He was later asked:""Which tree traversal algorithm did you use on the binary tree to get this output?""What was his reply?
"
1007,1007,52.0,0.28600001335144043,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'output', 'order', 'traversal', 'tree', 'processing', 'simply', 'print', 'node', 'value']","Which of the following is the output of In-order traversal on this tree: a / \ b e / \c d(Where the processing is simply printing the node value)
"
1580,1580,52.0,0.5771999955177307,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['suppose', 'follow', 'avl', 'tree', 'select', 'correct', 'order', 'follow', 'tree', 'traversal', 'way', 'display', 'pre', 'post', 'order', 'orderii', 'orderiii', 'pre', 'order', 'pre', 'orderiii', 'post', 'order', 'pre', 'orderii', 'level', 'orderiii', 'post', 'order', 'post', 'orderii', 'level', 'orderiii', 'pre', 'order']","Suppose you have the following AVL tree:Select the correct order in which the following 3 tree traversal ways are displayed: i) A > B > D > E > C > F > Gii) D > B > E > A > F > C > Giii) D > E > B > F > G > C > A
"
529,529,52.0,0.23019999265670776,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['time', 'complexity', 'tree', 'traversal', 'method', 'binary', 'treeie', 'pre', 'order', 'post', 'order']","What is the time complexity of Tree traversal Methods in a binary tree?i.e. Pre-Order, Post-Order etc
"
530,530,52.0,0.16419999301433563,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['for', 'follow', 'binary', 'tree', 'tree', 'traversal', 'method', 'would', 'print', 'follow', 'outputoutput']","For the following binary tree, which tree traversal method would print the following output?Output : d e b f g c a
"
1876,1876,52.0,0.2667999863624573,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'option', 'correct', 'output', 'for', 'post', 'order', 'traversal', 'tree', 'none', 'output']","Which of the following options is the correct output for the post-order traversal of this tree?
"
1558,1558,52.0,0.07530000060796738,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['represent', 'node', 'traverse', 'step', 'follow']","Which matrix represents the nodes which can be traversed to in 2 steps on the following graph?
"
1884,1884,52.0,0.2515000104904175,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['output', 'pre', 'order', 'traversal', 'follow', 'tree', 'if', 'node', 'process', 'print']","What will be the output of a pre-order traversal of the following tree if each node processed is printed out? 10 / \ 4 12 / \ \ 2 6 16
"
1339,1339,52.0,0.4505999982357025,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['consider', 'follow', 'binary', 'tree', 'traversal', 'traversal', 'node', 'print', 'late', 'pre', 'order', 'order', 'post', 'order', 'pre', 'order', 'post', 'order', 'order', 'post', 'order']","Consider the following binary tree 17 / \ 14 43 / \ / \ 7 16 34 68 / \ 1 3By which traversal/traversals will the node 14 be printed out the latest?
"
1888,1888,52.0,0.38850000500679016,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['use', 'find', 'number', 'order', 'for', 'give', 'tree', 'order', 'traversal', 'pre', 'order', 'traversal', 'post', 'order', 'traversal', 'level', 'order']","Which traversal is being used when you find the numbers 4, 2, 6, 1, 3, 5, 7 (in that order) for the given tree:
"
1544,1544,52.0,0.3181000053882599,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['tree', 'follow', 'order', 'operation', 'process', 'node', 'leave', 'sub', 'tree', 'process', 'node', 'right', 'sub', 'tree', 'process', 'current', 'node', 'order', 'traversal', 'post', 'order', 'pre', 'order', 'traversal', 'level', 'order']","which tree traversal does the following order of operations:1_ Process the node in the left sub-tree2_ Process the node in the right sub-tree3_ Process the current node
"
1535,1535,52.0,0.22519999742507935,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['diagram', 'tree', 'econsidere', 'list', 'value', 'describe', 'post', 'order', 'search', 'traversal', 'do', 'show', 'output', 'would', 'for', 'search', 'traversal', 'method']","Below this paragraph is a diagram of tree; A / \ B C / \D EConsidering with the list of values, describe how 'Post-order' search / traversal is done by showing what the output would be for this search / traversal method:
"
1899,1899,52.0,0.26919999718666077,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['binary', 'tree', 'traversal', 'method', 'use', 'follow', 'current', 'nodeprocess', 'node', 'leave', 'subtreeprocess', 'node', 'right', 'subtree', 'post', 'order', 'pre', 'order', 'order', 'level', 'order']","Which Binary Tree traversal method uses the following algorithm?Process the current nodeProcess the nodes in the left subtreeProcess the nodes in the right subtree
"
1749,1749,52.0,0.163100004196167,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'input', 'for', 'avl', 'tree', 'select', 'correct', 'output', 'use', 'post', 'order']","Given 15, 21, 11, 7, 24, 1, 13, 12, 9 as the input for a AVL tree, select the correct output when using Post-Order Transversal:
"
588,588,52.0,0.10350000113248825,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['order', 'for', 'traversal', 'binary', 'tree', 'element']","What is the order for traversal of a binary tree with n elements?
"
502,502,52.0,0.19189999997615814,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['suppose', 'follow', 'avl', 'tree', 'select', 'correct', 'order', 'follow', 'tree', 'traversal', 'way', 'display']","Suppose you have the following AVL tree:Select the correct order in which the following 3 tree traversal ways are displayed: i) A > B > D > E > C > F > Gii) D > B > E > A > F > C > Giii) D > E > B > F > G > C > A
"
267,267,52.0,0.2379000037908554,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['apply', 'pre', 'order', 'traversal', 'follow', 'tree', 'output']","After applying pre-order traversal on the following tree: 50 / \ 25 63 / \ / 8 31 5 / \ / / 3 10 20 1What will be the output?
"
1776,1776,52.0,0.3725999891757965,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['traversal', 'tree', 'type', 'pre', 'order', 'traversal', 'order', 'traversal', 'level', 'order', 'traversal', 'post']","1, 3, 2, 6, 5, 4, 15, 20, 17, 13, 7Above is a traversal of the tree below. Which traversal type is it? 7 / \ 4 13 / \ \ 2 5 17 / \ \ / \ 1 3 6 15 20
"
1629,1629,52.0,0.3237999975681305,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['work', 'perfectly_balanced', 'binary', 'avl', 'tree', 'consist', 'value', 'traverse', 'start', 'finish', 'follow', 'output', 'give', 'type', 'use', 'level', 'order', 'transversal', 'order', 'pre', 'order', 'post']","When working with a perfectly balanced, binary, AVL tree consisting of the values[84,112,201,267,273,1023,1749,2044] by traversing from start to finish the following output is given:84,201,267,112,1023,2044,1749,273What type of transversal was used?
"
321,321,52.0,0.1762000024318695,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['output', 'pre', 'order', 'avl', 'tree', 'start', 'empty', 'follow', 'element', 'insert', 'order']","What is the output of the pre-order traversal of the AVL tree which started empty and had the following elements inserted in this order:6, 43, 11, 23, 9, 15
"
1786,1786,52.0,0.17910000681877136,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'correct', 'expression', 'for', 'sumcommonly', 'encounter', 'evaluate', 'time', 'complexity']","Which of the following is a correct expression for the sumcommonly encountered when evaluating time complexity?
"
374,374,52.0,0.21780000627040863,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['for', 'follow', 'binary', 'search', 'tree', 'output', 'if', 'pre', 'order', 'traversal', 'treeimage', 'source', 'https', 'binary', 'search', 'tree', 'data', 'structure']","For the following binary search tree:What is the output if we do a pre-order traversal on the tree?Image Source:https://www.gatevidyalay.com/binary-search-trees-data-structures/
"
982,982,52.0,0.22370000183582306,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['would', 'output', 'for', 'give', 'tree', 'use', 'post', 'order', 'traversal']","What would the output be for the given tree when using post-order traversal? A / \ B C / \ / \ D E F G
"
377,377,52.0,0.14920000731945038,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['example', 'binary', 'tree', 'pre', 'order', 'traversal', 'tree']","Below is an example binary tree. What is the pre-order traversal of this tree?
"
381,381,52.0,0.29829999804496765,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'integer', 'insert', 'empty', 'alv', 'tree', 'follow', 'order', 'tree', 'put', 'great', 'integer', 'right', 'small', 'one', 'leave', 'would', 'somewhere', 'right', 'tree', 'keep', 'balanced', 'insertion', 'node', 'tree', 'print', 'use', 'pre', 'separate', 'print', 'if', 'encounter', 'use', 'method', 'follow', 'correct', 'output', 'produce']","The following integers are inserted into an empty ALV Tree in the following order: 4, 8, 15, 16, 23, 42. The tree puts the greater integers on the right, and smaller ones on the left e.g 8 would be somewhere to the right of 4. The tree is kept balanced after each insertion. Each node of the tree is then printed using pre-order traversal separated by commas. Nothing is printed if a null node is encountered using this method. Which of the following is the correct output produced?
"
1799,1799,52.0,0.10899999737739563,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['letf', 'order']","Letf(n) = O(p(n)),g(n) = O(q(n)),h(n) = O(r(n))What is the order of f(n)g(n) + h(n) ?
"
1802,1802,52.0,0.298799991607666,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['for', 'follow', 'tree', 'traversal', 'method', 'would', 'use', 'form', 'equation', 'pre', 'order', 'post', 'order', 'order', 'order', 'none']","For the following tree, what traversal method would be used to form the equation
"
388,388,52.0,0.3578999936580658,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['time', 'complexity', 'pre', 'order', 'traversal', 'order', 'traversal', 'post', 'order', 'traversal', 'level', 'order', 'traversal']","What is the time complexity of: Pre-order traversal, In-order Traversal, Post-order traversal, and Level-order traversal?
"
300,300,52.0,0.11580000072717667,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'pre', 'image_resistance']","Which of the following is pre-image resistance?
"
392,392,52.0,0.06669999659061432,"order, traversal, tree, post, follow, pre, level, output, use, traverse",['post'],"What is the post-order traversal of 4 / \ 2 6 / \ / \ 1 3 5 7 \ 8
"
1507,1507,52.0,0.33970001339912415,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['if', 'binary', 'tree', 'represent', 'mathematical', 'expression', 'operand', 'contain', 'leaf', 'node', 'operator', 'node', 'child', 'see', 'for', 'example', 'type', 'use', 'evaluate', 'expression', 'pre', 'order', 'order', 'post', 'order', 'level', 'order']","If we have a binary tree which represents a mathematical expression - where the operands are contained in leaf nodes and the operator nodes all have two children (see below for example) - what type of traversal algorithm should be used to evaluate the expression?
"
1809,1809,52.0,0.20430000126361847,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'follow', 'binary', 'tree', 'would', 'output', 'for', 'level', 'order', 'traversal', 'none']","Given the following binary tree: [""I""] / \ [""D""] [""O""] \ \ [""G""] [""Q""] \ [""U""] What would the output be for level-order traversal?
"
